policy_type,drift_type,acc_low_latency,acc_high_latency,degradation
periodic,abrupt,0.9524933333333334,0.952991111111111,-0.0004977777777775971
periodic,gradual,0.952168888888889,0.9520755555555556,9.333333333338967e-05
periodic,recurring,0.9674266666666667,0.9675600000000001,-0.00013333333333342967
error_threshold,abrupt,0.9578311111111112,0.9575066666666667,0.0003244444444444605
error_threshold,gradual,0.9562177777777777,0.9562711111111112,-5.3333333333460686e-05
error_threshold,recurring,0.9708888888888888,0.970551111111111,0.0003377777777777702
drift_triggered,abrupt,0.9574222222222222,0.95736,6.222222222218576e-05
drift_triggered,gradual,0.9552,0.9552,0.0
drift_triggered,recurring,0.9690133333333333,0.9703911111111112,-0.001377777777777922
