policy_type,drift_type,acc_low_latency,acc_high_latency,degradation
periodic,abrupt,0.6974711111111112,0.69548,0.0019911111111111657
periodic,gradual,0.7023022222222222,0.7038800000000001,-0.0015777777777779
periodic,recurring,0.7105422222222222,0.7116311111111111,-0.001088888888888917
error_threshold,abrupt,0.5906355555555556,0.72048,-0.12984444444444443
error_threshold,gradual,0.5843688888888888,0.7236088888888889,-0.13924000000000003
error_threshold,recurring,0.5778488888888889,0.72876,-0.1509111111111111
drift_triggered,abrupt,0.6543333333333333,0.7232933333333333,-0.06896000000000002
drift_triggered,gradual,0.6405511111111112,0.7275022222222223,-0.08695111111111109
drift_triggered,recurring,0.6048177777777778,0.7373644444444445,-0.1325466666666667
