policy_type,drift_type,acc_low_latency,acc_high_latency,degradation
periodic,abrupt,0.6936044444444445,0.6938355555555555,-0.00023111111111107085
periodic,gradual,0.6973066666666666,0.6972488888888889,5.77777777777122e-05
periodic,recurring,0.7149422222222221,0.7146266666666666,0.0003155555555555134
error_threshold,abrupt,0.7048222222222222,0.7023955555555556,0.002426666666666688
error_threshold,gradual,0.7092533333333333,0.7063999999999999,0.0028533333333333744
error_threshold,recurring,0.7291866666666666,0.7260844444444445,0.0031022222222221174
drift_triggered,abrupt,0.6987244444444445,0.6944577777777777,0.004266666666666752
drift_triggered,gradual,0.7014444444444445,0.6983422222222222,0.0031022222222223395
drift_triggered,recurring,0.7203377777777777,0.7169955555555556,0.0033422222222221354
