policy_type,drift_type,acc_low_latency,acc_high_latency,degradation
periodic,abrupt,0.8773377777777778,0.8828133333333333,-0.005475555555555567
periodic,gradual,0.8965066666666667,0.9026577777777778,-0.006151111111111107
periodic,recurring,0.7525955555555556,0.7424622222222221,0.010133333333333439
error_threshold,abrupt,0.6663777777777777,0.8603244444444444,-0.1939466666666667
error_threshold,gradual,0.5432488888888889,0.8697688888888889,-0.32652000000000003
error_threshold,recurring,0.5113288888888889,0.863111111111111,-0.3517822222222221
drift_triggered,abrupt,0.44333333333333336,0.8221066666666667,-0.3787733333333333
drift_triggered,gradual,0.6028311111111111,0.8590266666666666,-0.2561955555555555
drift_triggered,recurring,0.7283777777777778,0.8039066666666667,-0.07552888888888887
